country_name,region,income_group,year,cohort_size,coverage,cancer_prevented,deaths_prevented,assumption_type,possible_cancer_cases,possible_cancer_deaths
Jordan,Middle East & North Africa,Upper middle income,2023,112028.58,0.2,86.45,70.48,Attain WHO Coverage Goal,412.67,331.86
Japan,East Asia & Pacific,High income,2023,540298.36,0.2,1229.23,457.11,Attain WHO Coverage Goal,6272.6,2331.73
Kazakhstan,Europe & Central Asia,Upper middle income,2023,184621.44,0.2,473.47,245.33,Attain WHO Coverage Goal,2486.07,1309.24
Kenya,Sub-Saharan Africa,Lower middle income,2023,735530.66,0.542222222,8240.86,5753.05,Attain WHO Coverage Goal,17385.61,12305.53
Kyrgyz Republic,Europe & Central Asia,Lower middle income,2023,72009.98,0.2,198.53,139.08,Attain WHO Coverage Goal,1015.27,711.8
Cambodia,East Asia & Pacific,Lower middle income,2023,176922.49,0.2,426.62,308.44,Attain WHO Coverage Goal,2156.24,1549.75
Kiribati,East Asia & Pacific,Lower middle income,2023,1443.31,0.2,6.88,5.45,Attain WHO Coverage Goal,40.15,33.23
"Korea, Rep.",East Asia & Pacific,High income,2023,223748.39,0.2,348.92,191.61,Attain WHO Coverage Goal,1781,980.41
Kuwait,Middle East & North Africa,High income,2023,29424.48,0.2,16.94,12.71,Attain WHO Coverage Goal,82.89,61.42
Lao PDR,East Asia & Pacific,Lower middle income,2023,80816.8,0.526666667,420.89,290.5,Attain WHO Coverage Goal,816.15,562.61
Lebanon,Middle East & North Africa,Lower middle income,2023,49282.96,0.2,42.17,30.28,Attain WHO Coverage Goal,218.8,157.81
Liberia,Sub-Saharan Africa,Low income,2023,72115.02,0.433333333,895.5,728.7,Attain WHO Coverage Goal,2365.62,1956.52
Libya,Middle East & North Africa,Upper middle income,2023,65156.94,0.2,103.7,81.95,Attain WHO Coverage Goal,523.94,409.81
St. Lucia,Latin America & Caribbean,Upper middle income,2023,1099.1,0.682222222,15.8,12.59,Attain WHO Coverage Goal,23.72,18.94
Sri Lanka,South Asia,Lower middle income,2023,170294.71,0.557777778,933.19,578.65,Attain WHO Coverage Goal,1721.64,1068.2
Lesotho,Sub-Saharan Africa,Lower middle income,2023,24164.96,0.2,142.9,103.35,Attain WHO Coverage Goal,825.98,613.52
Lithuania,Europe & Central Asia,High income,2023,13839.85,0.713333333,157.13,76.22,Attain WHO Coverage Goal,224.49,108.93
Luxembourg,Europe & Central Asia,High income,2023,3288.43,0.2,3.95,2.13,Attain WHO Coverage Goal,20.46,11.06
Latvia,Europe & Central Asia,High income,2023,9182.03,0.526666667,69.19,37.69,Attain WHO Coverage Goal,133.59,73.2
Morocco,Middle East & North Africa,Lower middle income,2023,336040.33,0.2,714.27,449.97,Attain WHO Coverage Goal,3743.06,2365.77
Moldova,Europe & Central Asia,Upper middle income,2023,21939.63,0.472222222,122.36,75.09,Attain WHO Coverage Goal,265.63,164.22
Madagascar,Sub-Saharan Africa,Low income,2023,378298.62,0.2,2289.81,1768.06,Attain WHO Coverage Goal,12123.78,9416.57
Maldives,South Asia,Upper middle income,2023,3570.86,0.518888889,42.36,28.96,Attain WHO Coverage Goal,83.29,56.91
Mexico,Latin America & Caribbean,Upper middle income,2023,1116967.15,0.207777778,2737.27,1578.49,Attain WHO Coverage Goal,13358.33,7687.39
Marshall Islands,East Asia & Pacific,Upper middle income,2023,614.55,0.41,5.99,4.8,Attain WHO Coverage Goal,16.4,13.34
North Macedonia,Europe & Central Asia,Upper middle income,2023,11125.31,0.363333333,25.66,17.57,Attain WHO Coverage Goal,70.44,46.94
Mali,Sub-Saharan Africa,Low income,2023,344582.85,0.2,1435.48,1174.11,Attain WHO Coverage Goal,7489.14,6136.61
Malta,Middle East & North Africa,High income,2023,2053.4,0.99,8.4,6.55,Attain WHO Coverage Goal,8.62,6.61
Myanmar,East Asia & Pacific,Lower middle income,2023,494971.16,0.2,1754.01,1309.82,Attain WHO Coverage Goal,8953.69,6680.78
Montenegro,Europe & Central Asia,Upper middle income,2023,3652.63,0.2,14.37,9.18,Attain WHO Coverage Goal,73.3,45.23
Mongolia,East Asia & Pacific,Lower middle income,2023,34148.56,0.2,124.96,124.3,Attain WHO Coverage Goal,597.51,550.31
Mozambique,Sub-Saharan Africa,Low income,2023,491075.74,0.2,2919.68,2398.6,Attain WHO Coverage Goal,15455.86,12801.11
Mauritania,Sub-Saharan Africa,Lower middle income,2023,63515.13,0.2,262.33,201.18,Attain WHO Coverage Goal,1274.45,969.17
Mauritius,Sub-Saharan Africa,Upper middle income,2023,7240.25,0.627777778,65.04,45.64,Attain WHO Coverage Goal,106.23,75.06
Malawi,Sub-Saharan Africa,Low income,2023,292919.44,0.293333333,3506.5,2843.88,Attain WHO Coverage Goal,12961.66,10640.22
Malaysia,East Asia & Pacific,Upper middle income,2023,241164.59,0.308888889,814.96,684.42,Attain WHO Coverage Goal,2665.39,2227.27
Namibia,Sub-Saharan Africa,Upper middle income,2023,32419.47,0.2,189.24,134.36,Attain WHO Coverage Goal,1059.39,764.44
Niger,Sub-Saharan Africa,Low income,2023,421086.19,0.2,533.91,458.01,Attain WHO Coverage Goal,2771.34,2382.5
Nigeria,Sub-Saharan Africa,Lower middle income,2023,3331802.63,0.2,5810.03,4483.33,Attain WHO Coverage Goal,31933.94,24840.87
Nicaragua,Latin America & Caribbean,Lower middle income,2023,64299.97,0.2,265.24,180.2,Attain WHO Coverage Goal,1412.05,963.21
Netherlands,Europe & Central Asia,High income,2023,89008.82,0.713333333,359.91,154.88,Attain WHO Coverage Goal,518.95,225.95
Norway,Europe & Central Asia,High income,2023,31362.19,0.93,269.19,107.16,Attain WHO Coverage Goal,294.44,116.35
Nepal,South Asia,Lower middle income,2023,295971.3,0.2,1223.14,964.87,Attain WHO Coverage Goal,6239.54,4912.54
New Zealand,East Asia & Pacific,High income,2023,31656.53,0.573333333,93.67,59.72,Attain WHO Coverage Goal,167.61,107
Oman,Middle East & North Africa,High income,2023,34799.15,0.2,49.89,38.48,Attain WHO Coverage Goal,251.5,193.56
Pakistan,South Asia,Lower middle income,2023,2597038.93,0.2,2217.53,1545.88,Attain WHO Coverage Goal,11383.29,7939.78
Panama,Latin America & Caribbean,High income,2023,38185.6,0.2,102.98,73.75,Attain WHO Coverage Goal,529.55,380.14
Peru,Latin America & Caribbean,Upper middle income,2023,270512.42,0.612222222,3870.66,2746.33,Attain WHO Coverage Goal,6681.09,4827.65
Philippines,East Asia & Pacific,Lower middle income,2023,1140595.76,0.2,3211.92,2269.31,Attain WHO Coverage Goal,16792.78,12126.58
Papua New Guinea,East Asia & Pacific,Lower middle income,2023,105505.09,0.2,489.59,383.71,Attain WHO Coverage Goal,2373.46,1818.7
Poland,Europe & Central Asia,High income,2023,190742.92,0.2,457.08,282.56,Attain WHO Coverage Goal,2366.24,1474.91
Portugal,Europe & Central Asia,High income,2023,45149.46,0.791111111,355.32,178.84,Attain WHO Coverage Goal,461.21,233
Paraguay,Latin America & Caribbean,Upper middle income,2023,68067.09,0.332222222,681.88,507.12,Attain WHO Coverage Goal,2085.99,1551.87
West Bank and Gaza,Middle East & North Africa,Lower middle income,2023,64439.73,0.2,120.55,93.04,Attain WHO Coverage Goal,583.67,446.6
Qatar,Middle East & North Africa,High income,2023,12985.4,0.2,10.13,11.59,Attain WHO Coverage Goal,51.01,56.8
Romania,Europe & Central Asia,High income,2023,99885.54,0.2,372.47,226.64,Attain WHO Coverage Goal,1873.03,1122.88
Russian Federation,Europe & Central Asia,Upper middle income,2023,887377.57,0.2,1893.08,1001.64,Attain WHO Coverage Goal,9486.31,4994.08
Rwanda,Sub-Saharan Africa,Low income,2023,175368.1,0.767777778,2884,2275.39,Attain WHO Coverage Goal,4206.64,3386.14
Saudi Arabia,Middle East & North Africa,High income,2023,286922.95,0.2,216.34,157.33,Attain WHO Coverage Goal,1016.21,720.58
Sudan,Sub-Saharan Africa,Low income,2023,601699.34,0.2,804.11,622.45,Attain WHO Coverage Goal,4300.13,3357.99
Senegal,Sub-Saharan Africa,Lower middle income,2023,245391.02,0.363333333,2894.28,2319.77,Attain WHO Coverage Goal,7675.88,6088.39
Singapore,East Asia & Pacific,High income,2023,22074.22,0.2,40.13,29.9,Attain WHO Coverage Goal,205.42,153.26
Solomon Islands,East Asia & Pacific,Lower middle income,2023,8689.42,0.2,40.52,28.53,Attain WHO Coverage Goal,226.4,163.36
Sierra Leone,Sub-Saharan Africa,Low income,2023,124804.21,0.2,317.69,259.13,Attain WHO Coverage Goal,1506.5,1227.05
El Salvador,Latin America & Caribbean,Lower middle income,2023,56187.83,0.386666667,308.63,236.68,Attain WHO Coverage Goal,856.64,665.02
Somalia,Sub-Saharan Africa,Low income,2023,274260.2,0.2,774.77,653.76,Attain WHO Coverage Goal,4018.51,3396.66
Serbia,Europe & Central Asia,Upper middle income,2023,44230.85,0.2,136.74,80.92,Attain WHO Coverage Goal,685.44,398.68
São Tomé and Príncipe,Sub-Saharan Africa,Lower middle income,2023,3099.87,0.2,18.69,17.82,Attain WHO Coverage Goal,112.21,107.71
Suriname,Latin America & Caribbean,Upper middle income,2023,5152.06,0.215555556,22.44,15.72,Attain WHO Coverage Goal,106.05,74.86
Slovak Republic,Europe & Central Asia,High income,2023,27965.57,0.2,81.87,42.05,Attain WHO Coverage Goal,414.09,210.28
Slovenia,Europe & Central Asia,High income,2023,10641.64,0.588888889,36.49,24.75,Attain WHO Coverage Goal,62.93,42.36
Sweden,Europe & Central Asia,High income,2023,58300.1,0.845555556,413.41,181.41,Attain WHO Coverage Goal,498.4,217.94
Eswatini,Sub-Saharan Africa,Lower middle income,2023,15951.11,0.2,166.45,119.43,Attain WHO Coverage Goal,890.57,647.39
Chad,Sub-Saharan Africa,Low income,2023,289409.07,0.2,534.42,445.64,Attain WHO Coverage Goal,2929.66,2466.99
Togo,Sub-Saharan Africa,Low income,2023,120981,0.2,336.58,265.37,Attain WHO Coverage Goal,1818.27,1443.94
Thailand,East Asia & Pacific,Upper middle income,2023,389577.16,0.2,1432.63,970.95,Attain WHO Coverage Goal,6966.94,4613.85
Tajikistan,Europe & Central Asia,Lower middle income,2023,114527.08,0.2,169.51,127.19,Attain WHO Coverage Goal,891.51,673.95
Turkmenistan,Europe & Central Asia,Upper middle income,2023,63916.96,0.99,771.26,520.59,Attain WHO Coverage Goal,781.6,525.19
Timor-Leste,East Asia & Pacific,Lower middle income,2023,15884.16,0.2,40.11,30.62,Attain WHO Coverage Goal,207.21,158.19
Tonga,East Asia & Pacific,Upper middle income,2023,1192.79,0.2,7.58,6.43,Attain WHO Coverage Goal,37.09,31.09
Trinidad and Tobago,Latin America & Caribbean,High income,2023,9803.34,0.262222222,57.07,37.86,Attain WHO Coverage Goal,210.65,139.57
Tunisia,Middle East & North Africa,Lower middle income,2023,94700.45,0.2,96.53,59.66,Attain WHO Coverage Goal,480.24,295.5
Türkiye,Europe & Central Asia,Upper middle income,2023,670278.45,0.2,788.74,521.85,Attain WHO Coverage Goal,4010.81,2658.7
Tuvalu,East Asia & Pacific,Upper middle income,2023,135.95,0.41,1.46,1.2,Attain WHO Coverage Goal,4.13,3.47
Tanzania,Sub-Saharan Africa,Lower middle income,2023,883636.45,0.643333333,28244.05,20797.86,Attain WHO Coverage Goal,45411.36,33425.12
Uganda,Sub-Saharan Africa,Low income,2023,724552.77,0.542222222,14347.53,11337.56,Attain WHO Coverage Goal,29493.19,23742.4
Ukraine,Europe & Central Asia,Lower middle income,2023,246814.1,0.2,525.75,233.09,Attain WHO Coverage Goal,2611.22,1151.61
Uruguay,Latin America & Caribbean,High income,2023,23161.67,0.332222222,74.37,50.07,Attain WHO Coverage Goal,229.29,154.74
United States,North America,High income,2023,2030830.7,0.573333333,6397.91,3289.01,Attain WHO Coverage Goal,11345.33,5805.21
Uzbekistan,Europe & Central Asia,Lower middle income,2023,317881.41,0.876666667,2556.43,1732.64,Attain WHO Coverage Goal,2982.06,2020.94
Vietnam,East Asia & Pacific,Lower middle income,2023,712881.54,0.2,1045.49,747.23,Attain WHO Coverage Goal,5322.78,3799.73
Vanuatu,East Asia & Pacific,Lower middle income,2023,3804.92,0.2,8.95,7.96,Attain WHO Coverage Goal,46.3,41.16
Samoa,East Asia & Pacific,Lower middle income,2023,2281.13,0.2,4.71,3.77,Attain WHO Coverage Goal,24.47,19.64
Kosovo,Europe & Central Asia,Upper middle income,2023,9042.04,0.2,10.58,6.46,Attain WHO Coverage Goal,52.64,31.72
South Africa,Sub-Saharan Africa,Upper middle income,2023,609416.4,0.464444444,7471.46,4355.67,Attain WHO Coverage Goal,16532.16,9695.35
Zambia,Sub-Saharan Africa,Low income,2023,283944.02,0.456666667,5823.06,4147.31,Attain WHO Coverage Goal,14154.28,10246.93
Zimbabwe,Sub-Saharan Africa,Lower middle income,2023,233637.24,0.511111111,5024.99,3835.02,Attain WHO Coverage Goal,10801.52,8353.04
Afghanistan,South Asia,Low income,2024,578119.69,0.3,1233.28,954.58,Attain WHO Coverage Goal,4315.15,3350.13
Angola,Sub-Saharan Africa,Lower middle income,2024,565083.44,0.3,4326.53,3150.1,Attain WHO Coverage Goal,15440.47,11337.36
Albania,Europe & Central Asia,Upper middle income,2024,15906.21,0.3,28.35,17.44,Attain WHO Coverage Goal,94.7,57.72
United Arab Emirates,Middle East & North Africa,High income,2024,51642.72,0.3,122.82,94.16,Attain WHO Coverage Goal,397.78,301.01
Argentina,Latin America & Caribbean,Upper middle income,2024,368477.07,0.653333333,3290.07,2191.86,Attain WHO Coverage Goal,5085.38,3355.05
Armenia,Europe & Central Asia,Upper middle income,2024,20328.98,0.353333333,61.59,46.18,Attain WHO Coverage Goal,172.01,127.61
Australia,East Asia & Pacific,High income,2024,165576.22,0.74,602.42,328.54,Attain WHO Coverage Goal,836.31,460.36
Austria,Europe & Central Asia,High income,2024,41168.12,0.3,68.34,36.35,Attain WHO Coverage Goal,230.68,121.91
Azerbaijan,Europe & Central Asia,Upper middle income,2024,82125.54,0.3,147.58,100.2,Attain WHO Coverage Goal,499.21,338.13
Burundi,Sub-Saharan Africa,Low income,2024,195901.81,0.3,1895.48,1573.72,Attain WHO Coverage Goal,6903.81,5784.7
Belgium,Europe & Central Asia,High income,2024,66305.73,0.766666667,357.69,165.62,Attain WHO Coverage Goal,475.8,219.83
Benin,Sub-Saharan Africa,Lower middle income,2024,184631.25,0.3,517.8,379.86,Attain WHO Coverage Goal,1885.71,1393.46
Burkina Faso,Sub-Saharan Africa,Low income,2024,339723.9,0.3,1086.8,896.04,Attain WHO Coverage Goal,3962.15,3297.79
Bangladesh,South Asia,Lower middle income,2024,1514110.8,0.3,3726.68,2627.87,Attain WHO Coverage Goal,12448.34,8738.56
Bulgaria,Europe & Central Asia,Upper middle income,2024,33685.9,0.32,159.83,90.28,Attain WHO Coverage Goal,504.53,279.64
Bahrain,Middle East & North Africa,High income,2024,10313.06,0.3,14.82,9.82,Attain WHO Coverage Goal,49.81,32.98
"Bahamas, The",Latin America & Caribbean,High income,2024,2679.37,0.3,12.77,9.37,Attain WHO Coverage Goal,43.2,31.73
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2024,16458.81,0.3,49.41,27.72,Attain WHO Coverage Goal,167.59,94.28
Belarus,Europe & Central Asia,Upper middle income,2024,57758.52,0.3,162.5,75.99,Attain WHO Coverage Goal,545.99,253.23
Belize,Latin America & Caribbean,Upper middle income,2024,3879.04,0.326666667,25.98,25.37,Attain WHO Coverage Goal,80.35,78.42
Bolivia,Latin America & Caribbean,Lower middle income,2024,121463.62,0.54,1609.56,1113.87,Attain WHO Coverage Goal,3102.06,2385.81
Brazil,Latin America & Caribbean,Upper middle income,2024,1456854.03,0.746666667,14072.98,8493.44,Attain WHO Coverage Goal,19322.74,11746.31
Barbados,Latin America & Caribbean,High income,2024,1567.3,0.486666667,13.61,9.29,Attain WHO Coverage Goal,29.02,19.77
Brunei Darussalam,East Asia & Pacific,High income,2024,3394.37,0.893333333,42.09,13.83,Attain WHO Coverage Goal,48.11,15.81
Bhutan,South Asia,Lower middle income,2024,6368.85,0.886666667,63.6,42.98,Attain WHO Coverage Goal,69.65,46.73
Botswana,Sub-Saharan Africa,Upper middle income,2024,27859.22,0.446666667,330.85,223.24,Attain WHO Coverage Goal,870.17,610.92
Central African Republic,Sub-Saharan Africa,Low income,2024,80795.07,0.3,288.9,237.36,Attain WHO Coverage Goal,1010.23,832.21
Canada,North America,High income,2024,196705.5,0.88,881.03,515.04,Attain WHO Coverage Goal,1022.66,595.15
Switzerland,Europe & Central Asia,High income,2024,42257.45,0.773333333,126.74,69.87,Attain WHO Coverage Goal,167.56,92.47
Chile,Latin America & Caribbean,High income,2024,125938.32,0.68,1077.45,751.19,Attain WHO Coverage Goal,1595.13,1105.63
China,East Asia & Pacific,Upper middle income,2024,8222921.92,0.3,21391.54,13826.63,Attain WHO Coverage Goal,70937.48,45234.36
Côte d’Ivoire,Sub-Saharan Africa,Lower middle income,2024,390963.5,0.573333333,4649.11,3642.96,Attain WHO Coverage Goal,8302.1,6475.49
Cameroon,Sub-Saharan Africa,Lower middle income,2024,407111.95,0.333333333,2685.19,1988.76,Attain WHO Coverage Goal,8437.01,6282.78
"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,2024,1502374.61,0.3,9297.16,7389.84,Attain WHO Coverage Goal,34206.63,27498.68
"Congo, Rep.",Sub-Saharan Africa,Lower middle income,2024,80399.11,0.3,408.95,281.82,Attain WHO Coverage Goal,1541.81,1083.27
Colombia,Latin America & Caribbean,Upper middle income,2024,366084.09,0.373333333,2176.94,1505.98,Attain WHO Coverage Goal,5920.54,4097.39
Comoros,Sub-Saharan Africa,Lower middle income,2024,11947.7,0.3,134.53,104.25,Attain WHO Coverage Goal,454.72,351.98
Cabo Verde,Sub-Saharan Africa,Lower middle income,2024,5343.93,0.3,25.65,23.2,Attain WHO Coverage Goal,83.5,74.93
Costa Rica,Latin America & Caribbean,Upper middle income,2024,35482.52,0.693333333,224.27,203.92,Attain WHO Coverage Goal,329.57,300.62
Cyprus,Europe & Central Asia,High income,2024,6765.09,0.3,10.85,14.11,Attain WHO Coverage Goal,36.74,47.21
Czech Republic,Europe & Central Asia,High income,2024,54479.28,0.3,140.83,86.54,Attain WHO Coverage Goal,478.53,293.87
Germany,Europe & Central Asia,High income,2024,368546.12,0.613333333,1493.41,767.3,Attain WHO Coverage Goal,2483.15,1269.65
Djibouti,Middle East & North Africa,Lower middle income,2024,10438.99,0.3,33.89,26.88,Attain WHO Coverage Goal,124.42,99.79
Denmark,Europe & Central Asia,High income,2024,29677.07,0.833333333,214.44,103.49,Attain WHO Coverage Goal,260.09,123.94
Dominican Republic,Latin America & Caribbean,Upper middle income,2024,100339.23,0.353333333,742.05,610.26,Attain WHO Coverage Goal,2114.74,1736.48
Algeria,Middle East & North Africa,Lower middle income,2024,454604.71,0.3,1160.6,764.02,Attain WHO Coverage Goal,3896.02,2560.26
Ecuador,Latin America & Caribbean,Upper middle income,2024,159107.48,0.32,1034.93,730.06,Attain WHO Coverage Goal,3322.46,2353.54
"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2024,1204061.79,0.3,1257.27,953.6,Attain WHO Coverage Goal,4308.19,3274.4
Spain,Europe & Central Asia,High income,2024,224691.49,0.813333333,924.55,466.86,Attain WHO Coverage Goal,1161.41,586.19
Estonia,Europe & Central Asia,High income,2024,7420.86,0.68,84.5,30,Attain WHO Coverage Goal,126.61,44.92
Ethiopia,Sub-Saharan Africa,Low income,2024,1616224.47,0.8,20926.9,16892.63,Attain WHO Coverage Goal,27222.33,22054.81
Finland,Europe & Central Asia,High income,2024,30756.35,0.3,38.98,17.32,Attain WHO Coverage Goal,133.09,59.43
Fiji,East Asia & Pacific,Upper middle income,2024,8680.69,0.3,72.46,59.46,Attain WHO Coverage Goal,247.39,204.15
France,Europe & Central Asia,High income,2024,394597.44,0.546666667,1516.85,727.28,Attain WHO Coverage Goal,2828.49,1355.55
"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2024,1166.87,0.513333333,17.3,14.38,Attain WHO Coverage Goal,28.52,22.26
Gabon,Sub-Saharan Africa,Upper middle income,2024,28513.84,0.3,205.53,126.05,Attain WHO Coverage Goal,722.21,446.33
United Kingdom,Europe & Central Asia,High income,2024,407984.89,0.693333333,1920.66,729.34,Attain WHO Coverage Goal,2819.22,1063.55
Georgia,Europe & Central Asia,Upper middle income,2024,27646.32,0.38,105.35,70.35,Attain WHO Coverage Goal,281.07,187.28
Ghana,Sub-Saharan Africa,Lower middle income,2024,405191.06,0.3,2941.2,2176.96,Attain WHO Coverage Goal,10115.9,7474.32
Guinea,Sub-Saharan Africa,Low income,2024,208155.92,0.3,1927.37,1541.46,Attain WHO Coverage Goal,7062.25,5694.54
"Gambia, The",Sub-Saharan Africa,Low income,2024,36909.2,0.5,753.41,682.37,Attain WHO Coverage Goal,1524.19,1377.74
Guinea-Bissau,Sub-Saharan Africa,Low income,2024,30432.63,0.3,244.82,200.05,Attain WHO Coverage Goal,828.53,677.05
Equatorial Guinea,Sub-Saharan Africa,Upper middle income,2024,18619.64,0.3,114.26,75.21,Attain WHO Coverage Goal,384.05,252.69
Greece,Europe & Central Asia,High income,2024,47114.87,0.3,119.09,56.29,Attain WHO Coverage Goal,408.68,194.25
Guatemala,Latin America & Caribbean,Upper middle income,2024,198883.82,0.4,1548.98,1105.62,Attain WHO Coverage Goal,4220.3,3050.99
Guyana,Latin America & Caribbean,Upper middle income,2024,7299.58,0.313333333,58.42,37.06,Attain WHO Coverage Goal,188.49,119.89
Honduras,Latin America & Caribbean,Lower middle income,2024,98887.45,0.653333333,1002.81,692.96,Attain WHO Coverage Goal,1639.65,1125.32
Croatia,Europe & Central Asia,High income,2024,19908.53,0.3,55.78,28.26,Attain WHO Coverage Goal,189.19,95.76
Haiti,Latin America & Caribbean,Lower middle income,2024,132226.58,0.3,464.78,382.93,Attain WHO Coverage Goal,1751.29,1458.29
Hungary,Europe & Central Asia,High income,2024,44031.9,0.846666667,520.9,224.53,Attain WHO Coverage Goal,626.38,269.2
Indonesia,East Asia & Pacific,Lower middle income,2024,2459776.6,0.333333333,16896.25,11959.27,Attain WHO Coverage Goal,54057.08,38836.25
India,South Asia,Lower middle income,2024,12112699.61,0.3,65595.76,48584.78,Attain WHO Coverage Goal,206731.99,149841.47
Ireland,Europe & Central Asia,High income,2024,35852.02,0.773333333,241.96,105.73,Attain WHO Coverage Goal,319.11,139.38
"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,2024,669834.53,0.3,689.59,583.99,Attain WHO Coverage Goal,2259.21,1897.88
Iraq,Middle East & North Africa,Upper middle income,2024,520002.74,0.3,320.27,248.95,Attain WHO Coverage Goal,1076.21,835.17
Iceland,Europe & Central Asia,High income,2024,2279.37,0.9,11.67,7.34,Attain WHO Coverage Goal,13.24,8.35
Israel,Middle East & North Africa,High income,2024,79615.54,0.666666667,267.54,186.7,Attain WHO Coverage Goal,412.03,288.67
Italy,Europe & Central Asia,High income,2024,267613.62,0.3,456.11,175.93,Attain WHO Coverage Goal,1549.99,595.54
Jamaica,Latin America & Caribbean,Upper middle income,2024,23164.96,0.313333333,140.6,102.61,Attain WHO Coverage Goal,471.93,346.3
Jordan,Middle East & North Africa,Upper middle income,2024,110219.61,0.3,128.04,104.44,Attain WHO Coverage Goal,407.25,327.65
Japan,East Asia & Pacific,High income,2024,538367.73,0.3,1838.59,684.46,Attain WHO Coverage Goal,6253.23,2326.07
Kazakhstan,Europe & Central Asia,Upper middle income,2024,191229.02,0.3,738.28,382.81,Attain WHO Coverage Goal,2583.09,1360.94
Kenya,Sub-Saharan Africa,Lower middle income,2024,736557.98,0.593333333,9102.05,6356.88,Attain WHO Coverage Goal,17518.07,12402.62
Kyrgyz Republic,Europe & Central Asia,Lower middle income,2024,76050.23,0.3,315.78,221.37,Attain WHO Coverage Goal,1076,754.76
Cambodia,East Asia & Pacific,Lower middle income,2024,178463.49,0.3,650.1,470.38,Attain WHO Coverage Goal,2189.28,1574.52
Kiribati,East Asia & Pacific,Lower middle income,2024,1435.14,0.3,10.31,8.18,Attain WHO Coverage Goal,40.05,33.17
"Korea, Rep.",East Asia & Pacific,High income,2024,225783.62,0.3,528.91,290.87,Attain WHO Coverage Goal,1799.18,991.27
Kuwait,Middle East & North Africa,High income,2024,29955.7,0.3,25.9,19.43,Attain WHO Coverage Goal,84.48,62.62
Lao PDR,East Asia & Pacific,Lower middle income,2024,80417.46,0.58,464.53,320.95,Attain WHO Coverage Goal,817.16,563.72
Lebanon,Middle East & North Africa,Lower middle income,2024,48171.84,0.3,62.01,44.55,Attain WHO Coverage Goal,214.36,154.67
Liberia,Sub-Saharan Africa,Low income,2024,72713.97,0.5,1052.89,857.33,Attain WHO Coverage Goal,2407.42,1992
Libya,Middle East & North Africa,Upper middle income,2024,65877.56,0.3,157.9,124.9,Attain WHO Coverage Goal,531.49,416.01
St. Lucia,Latin America & Caribbean,Upper middle income,2024,1105.25,0.713333333,16.66,13.29,Attain WHO Coverage Goal,23.9,19.1
Sri Lanka,South Asia,Lower middle income,2024,168206.27,0.606666667,1005.2,623.62,Attain WHO Coverage Goal,1703.91,1057.54
Lesotho,Sub-Saharan Africa,Lower middle income,2024,24326.8,0.3,217.16,157.14,Attain WHO Coverage Goal,838.36,623.15
Lithuania,Europe & Central Asia,High income,2024,14851.65,0.74,175.48,85.19,Attain WHO Coverage Goal,241.56,117.28
Luxembourg,Europe & Central Asia,High income,2024,3344.87,0.3,6.03,3.24,Attain WHO Coverage Goal,20.81,11.25
Latvia,Europe & Central Asia,High income,2024,8719.32,0.58,72.65,39.63,Attain WHO Coverage Goal,127.33,69.85
Morocco,Middle East & North Africa,Lower middle income,2024,343547.75,0.3,1099.95,693.11,Attain WHO Coverage Goal,3839.13,2426.82
Moldova,Europe & Central Asia,Upper middle income,2024,22010.53,0.533333333,138.88,85.35,Attain WHO Coverage Goal,266.86,165.15
Madagascar,Sub-Saharan Africa,Low income,2024,382814.28,0.3,3500.52,2704.16,Attain WHO Coverage Goal,12345.98,9592.57
Maldives,South Asia,Upper middle income,2024,3631.3,0.573333333,47.7,32.62,Attain WHO Coverage Goal,84.87,58
Mexico,Latin America & Caribbean,Upper middle income,2024,1119249.29,0.306666667,4062.28,2344.11,Attain WHO Coverage Goal,13422.48,7728.01
Marshall Islands,East Asia & Pacific,Upper middle income,2024,610.36,0.48,7.01,5.61,Attain WHO Coverage Goal,16.35,13.31
North Macedonia,Europe & Central Asia,Upper middle income,2024,11244.21,0.44,31.48,21.58,Attain WHO Coverage Goal,71.33,47.58
Mali,Sub-Saharan Africa,Low income,2024,350411.46,0.3,2209.3,1807.48,Attain WHO Coverage Goal,7683.63,6297.47
Malta,Middle East & North Africa,High income,2024,2075.12,0.99,8.51,6.64,Attain WHO Coverage Goal,8.73,6.7
Myanmar,East Asia & Pacific,Lower middle income,2024,487256.32,0.3,2594.31,1939.23,Attain WHO Coverage Goal,8818.74,6584.77
Montenegro,Europe & Central Asia,Upper middle income,2024,3589.28,0.3,21.22,13.58,Attain WHO Coverage Goal,72.15,44.58
Mongolia,East Asia & Pacific,Lower middle income,2024,35888.07,0.3,197.99,197.36,Attain WHO Coverage Goal,630.89,582.09
Mozambique,Sub-Saharan Africa,Low income,2024,498648.61,0.3,4490.89,3691.16,Attain WHO Coverage Goal,15845.31,13128.9
Mauritania,Sub-Saharan Africa,Lower middle income,2024,65146.32,0.3,406.36,311.84,Attain WHO Coverage Goal,1314.43,1000
Mauritius,Sub-Saharan Africa,Upper middle income,2024,6998.18,0.666666667,66.97,47.07,Attain WHO Coverage Goal,102.93,72.81
Malawi,Sub-Saharan Africa,Low income,2024,293663.27,0.38,4594.96,3728.13,Attain WHO Coverage Goal,13102.39,10758.84
